Packet number,Element 11, Element 12, Element 13, Element 21, Element 22, Element 23, Element 31, Element 32, Element 33
153,0.9999717,-0.006829997,0.003156592,0.006865075,0.9999133,-0.01123885,-0.003079557,0.0112602,0.9999319
155,0.9999717,-0.006829997,0.003156592,0.006865075,0.9999133,-0.01123885,-0.003079557,0.0112602,0.9999319
157,0.9999717,-0.006829899,0.0031568,0.006865168,0.9999126,-0.01129998,-0.003079347,0.01132133,0.9999312
159,0.9999717,-0.006829899,0.0031568,0.006865168,0.9999126,-0.01129998,-0.003079347,0.01132133,0.9999312
161,0.9999717,-0.006829899,0.0031568,0.006865168,0.9999126,-0.01129998,-0.003079347,0.01132133,0.9999312
163,0.9999717,-0.006830341,0.003095453,0.006864731,0.9999131,-0.01123906,-0.003018418,0.01125999,0.9999319
165,0.9999717,-0.006829997,0.003156592,0.006865075,0.9999133,-0.01123885,-0.003079557,0.0112602,0.9999319
167,0.9999717,-0.006830341,0.003095453,0.006864731,0.9999131,-0.01123906,-0.003018418,0.01125999,0.9999319
169,0.999972,-0.006830685,0.003034315,0.006864388,0.9999132,-0.01123927,-0.00295728,0.01125978,0.9999321
171,0.999972,-0.006830685,0.003034315,0.006864388,0.9999132,-0.01123927,-0.00295728,0.01125978,0.9999321
173,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
175,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
177,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
179,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
181,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
183,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
186,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
188,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
190,0.9999722,-0.00683103,0.002973177,0.006864045,0.9999132,-0.01123948,-0.002896141,0.01125957,0.9999323
192,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
194,0.9999725,-0.006831375,0.002912038,0.006863702,0.9999133,-0.01123969,-0.002835003,0.01125937,0.9999326
196,0.9999725,-0.006831375,0.002912038,0.006863702,0.9999133,-0.01123969,-0.002835003,0.01125937,0.9999326
198,0.9999722,-0.006831464,0.00291183,0.006863616,0.9999138,-0.01117855,-0.002835213,0.01119823,0.9999331
200,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
202,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
204,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
206,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
208,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
210,0.999972,-0.006830873,0.003033898,0.00686421,0.9999146,-0.011117,-0.002957701,0.01113751,0.9999335
212,0.9999723,-0.006831214,0.00297276,0.006863871,0.9999146,-0.01111721,-0.002896562,0.0111373,0.9999338
214,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
216,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
219,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
221,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
223,0.999972,-0.006830779,0.003034107,0.006864299,0.9999139,-0.01117813,-0.00295749,0.01119865,0.9999328
225,0.9999722,-0.00683103,0.002973177,0.006864045,0.9999132,-0.01123948,-0.002896141,0.01125957,0.9999323
227,0.9999722,-0.006831123,0.002972968,0.006863958,0.9999139,-0.01117834,-0.002896352,0.01119844,0.9999331
229,0.9999722,-0.006831464,0.00291183,0.006863616,0.9999138,-0.01117855,-0.002835213,0.01119823,0.9999331
231,0.9999722,-0.006831464,0.00291183,0.006863616,0.9999138,-0.01117855,-0.002835213,0.01119823,0.9999331
233,0.9999722,-0.006831464,0.00291183,0.006863616,0.9999138,-0.01117855,-0.002835213,0.01119823,0.9999331
235,0.9999723,-0.006831214,0.00297276,0.006863871,0.9999146,-0.01111721,-0.002896562,0.0111373,0.9999338
237,0.9999723,-0.006831555,0.002911621,0.00686353,0.9999145,-0.01111742,-0.002835423,0.0111371,0.9999338
239,0.9999723,-0.006831555,0.002911621,0.00686353,0.9999145,-0.01111742,-0.002835423,0.0111371,0.9999338
241,0.9999723,-0.006831645,0.002911413,0.006863445,0.9999152,-0.01105628,-0.002835634,0.01107596,0.9999345
243,0.9999723,-0.006831645,0.002911413,0.006863445,0.9999152,-0.01105628,-0.002835634,0.01107596,0.9999345
245,0.9999723,-0.006831645,0.002911413,0.006863445,0.9999152,-0.01105628,-0.002835634,0.01107596,0.9999345
247,0.9999723,-0.006831645,0.002911413,0.006863445,0.9999152,-0.01105628,-0.002835634,0.01107596,0.9999345
249,0.9999723,-0.006831214,0.00297276,0.006863871,0.9999146,-0.01111721,-0.002896562,0.0111373,0.9999338
252,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
254,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
256,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
258,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
260,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
262,0.9999714,-0.006891861,0.003094956,0.006925504,0.9999155,-0.01099442,-0.003018923,0.01101554,0.9999347
264,0.9999714,-0.006891861,0.003094956,0.006925504,0.9999155,-0.01099442,-0.003018923,0.01101554,0.9999347
266,0.9999714,-0.006891861,0.003094956,0.006925504,0.9999155,-0.01099442,-0.003018923,0.01101554,0.9999347
268,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
270,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
272,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
274,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
276,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
278,0.9999714,-0.006891957,0.003094746,0.006925413,0.9999162,-0.01093329,-0.003019135,0.01095441,0.9999354
280,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
283,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
286,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
288,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
290,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
292,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
294,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
296,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
298,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
300,0.9999714,-0.006891957,0.003094746,0.006925413,0.9999162,-0.01093329,-0.003019135,0.01095441,0.9999354
302,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
304,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
306,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
308,0.9999714,-0.006891861,0.003094956,0.006925504,0.9999155,-0.01099442,-0.003018923,0.01101554,0.9999347
310,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
312,0.9999712,-0.006891524,0.003156094,0.00692584,0.9999155,-0.01099421,-0.003080061,0.01101575,0.9999344
314,0.9999717,-0.006830485,0.00315555,0.00686461,0.9999167,-0.01093317,-0.003080609,0.01095452,0.9999352
316,0.9999712,-0.006891622,0.003155884,0.006925747,0.9999162,-0.01093307,-0.003080274,0.01095462,0.9999352
319,0.9999714,-0.006891957,0.003094746,0.006925413,0.9999162,-0.01093329,-0.003019135,0.01095441,0.9999354
321,0.9999714,-0.006891957,0.003094746,0.006925413,0.9999162,-0.01093329,-0.003019135,0.01095441,0.9999354
323,0.9999719,-0.00683082,0.003094412,0.006864276,0.9999167,-0.01093338,-0.00301947,0.01095432,0.9999354
325,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
327,0.9999719,-0.006831061,0.003033482,0.006864031,0.9999158,-0.01099473,-0.002958121,0.01101524,0.9999347
329,0.9999719,-0.006830724,0.00309462,0.006864368,0.999916,-0.01099452,-0.00301926,0.01101545,0.9999347
331,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
333,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
335,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
337,0.999972,-0.006831249,0.003033065,0.006863852,0.9999172,-0.01087246,-0.002958542,0.01089297,0.9999362
339,0.9999722,-0.006831582,0.002971926,0.006863521,0.9999173,-0.01087267,-0.002897403,0.01089276,0.9999364
341,0.9999722,-0.006831582,0.002971926,0.006863521,0.9999173,-0.01087267,-0.002897403,0.01089276,0.9999364
343,0.9999722,-0.006831582,0.002971926,0.006863521,0.9999173,-0.01087267,-0.002897403,0.01089276,0.9999364
345,0.9999722,-0.006831582,0.002971926,0.006863521,0.9999173,-0.01087267,-0.002897403,0.01089276,0.9999364
347,0.9999722,-0.006831582,0.002971926,0.006863521,0.9999173,-0.01087267,-0.002897403,0.01089276,0.9999364
349,0.9999722,-0.00683149,0.002972135,0.006863608,0.9999166,-0.0109338,-0.002897193,0.0109539,0.9999357
352,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
354,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
356,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
358,0.9999719,-0.006831061,0.003033482,0.006864031,0.9999158,-0.01099473,-0.002958121,0.01101524,0.9999347
360,0.9999722,-0.00683149,0.002972135,0.006863608,0.9999166,-0.0109338,-0.002897193,0.0109539,0.9999357
362,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
364,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
366,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
368,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
370,0.9999719,-0.006831061,0.003033482,0.006864031,0.9999158,-0.01099473,-0.002958121,0.01101524,0.9999347
372,0.9999719,-0.006831155,0.003033273,0.006863941,0.9999165,-0.01093359,-0.002958331,0.01095411,0.9999354
374,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
376,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
378,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
380,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
382,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
385,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
387,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
389,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
391,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
393,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
395,0.9999721,-0.006831398,0.002972343,0.006863696,0.9999158,-0.01099494,-0.002896983,0.01101503,0.999935
397,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
399,0.999972,-0.006830967,0.00303369,0.006864121,0.9999153,-0.01105586,-0.002957911,0.01107638,0.9999343
401,0.9999718,-0.006830628,0.003094829,0.006864458,0.9999152,-0.01105565,-0.00301905,0.01107659,0.999934
403,0.999972,-0.006830967,0.00303369,0.006864121,0.9999153,-0.01105586,-0.002957911,0.01107638,0.9999343
405,0.999972,-0.006830967,0.00303369,0.006864121,0.9999153,-0.01105586,-0.002957911,0.01107638,0.9999343
407,0.999972,-0.006831306,0.002972551,0.006863783,0.9999151,-0.01105607,-0.002896772,0.01107617,0.9999343
409,0.999972,-0.006830967,0.00303369,0.006864121,0.9999153,-0.01105586,-0.002957911,0.01107638,0.9999343
411,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
413,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
417,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
420,0.9999716,-0.006892535,0.002972679,0.006924832,0.9999154,-0.01099485,-0.002896645,0.01101512,0.9999349
422,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
424,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
426,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
428,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
430,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
432,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
434,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
436,0.9999716,-0.006892011,0.003034238,0.006925347,0.9999141,-0.0111169,-0.00295736,0.0111376,0.9999335
438,0.9999716,-0.006892011,0.003034238,0.006925347,0.9999141,-0.0111169,-0.00295736,0.0111376,0.9999335
440,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
442,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
444,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
446,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
448,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
450,0.9999716,-0.006892011,0.003034238,0.006925347,0.9999141,-0.0111169,-0.00295736,0.0111376,0.9999335
453,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
455,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
457,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
459,0.9999716,-0.006892105,0.003034028,0.006925258,0.9999148,-0.01105577,-0.002957572,0.01107647,0.9999342
461,0.9999716,-0.006892011,0.003034238,0.006925347,0.9999141,-0.0111169,-0.00295736,0.0111376,0.9999335
463,0.9999716,-0.006892011,0.003034238,0.006925347,0.9999141,-0.0111169,-0.00295736,0.0111376,0.9999335
465,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
467,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
469,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
471,0.9999718,-0.006892444,0.002972889,0.006924921,0.9999149,-0.01105598,-0.002896434,0.01107626,0.9999344
473,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
475,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
477,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
479,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
481,0.999972,-0.006892602,0.002912171,0.006924754,0.9999135,-0.01117846,-0.002834871,0.01119832,0.9999332
483,0.999972,-0.006892512,0.002912381,0.006924839,0.9999128,-0.0112396,-0.002834659,0.01125945,0.9999325
486,0.999972,-0.006892602,0.002912171,0.006924754,0.9999135,-0.01117846,-0.002834871,0.01119832,0.9999332
488,0.999972,-0.006892693,0.002911961,0.006924668,0.9999142,-0.01111733,-0.002835083,0.01113718,0.999934
490,0.999972,-0.006892693,0.002911961,0.006924668,0.9999142,-0.01111733,-0.002835083,0.01113718,0.999934
492,0.9999718,-0.006892351,0.002973099,0.006925008,0.9999142,-0.01111712,-0.002896221,0.01113739,0.9999337
