Packet number,Element 1, Element 2, Element 3, Element 4
89,0.9999774,-0.005563752,-0.001681354,-0.003393277
91,0.9999772,-0.005594321,-0.001681353,-0.003393277
93,0.9999772,-0.005594321,-0.001681353,-0.003393277
95,0.9999772,-0.005594321,-0.001681353,-0.003393277
97,0.9999772,-0.005594321,-0.001681353,-0.003393277
99,0.9999772,-0.005594321,-0.001650783,-0.003393277
101,0.9999772,-0.005594321,-0.001650783,-0.003393277
103,0.9999772,-0.005594321,-0.001650783,-0.003393277
105,0.9999772,-0.005594321,-0.001650783,-0.003393277
107,0.9999772,-0.005594321,-0.001650783,-0.003393277
109,0.9999773,-0.005594322,-0.001620213,-0.003393277
111,0.9999773,-0.005594322,-0.001620213,-0.003393277
113,0.9999774,-0.005563752,-0.001620213,-0.003423847
115,0.9999772,-0.005594321,-0.001620213,-0.003423847
118,0.9999773,-0.005594322,-0.001620213,-0.003393277
120,0.9999772,-0.005594321,-0.001589643,-0.003423847
122,0.9999771,-0.00562489,-0.001559073,-0.003423846
124,0.9999771,-0.00562489,-0.001559073,-0.003423846
126,0.9999771,-0.00562489,-0.001559073,-0.003423846
128,0.9999771,-0.00562489,-0.001559073,-0.003423846
130,0.9999771,-0.00562489,-0.001559073,-0.003423846
132,0.9999771,-0.00562489,-0.001559073,-0.003423846
134,0.9999769,-0.00565546,-0.001528503,-0.003423846
136,0.9999769,-0.00565546,-0.001559073,-0.003423846
138,0.9999769,-0.00565546,-0.001559073,-0.003423846
140,0.9999771,-0.00562489,-0.001559073,-0.003423846
142,0.9999771,-0.00562489,-0.001559073,-0.003423846
144,0.9999771,-0.00562489,-0.001559073,-0.003423846
146,0.9999771,-0.00562489,-0.001559073,-0.003423846
150,0.9999771,-0.00562489,-0.001559073,-0.003423846
153,0.9999771,-0.00562489,-0.001559073,-0.003423846
155,0.9999771,-0.00562489,-0.001559073,-0.003423846
157,0.9999769,-0.00565546,-0.001559073,-0.003423846
159,0.9999769,-0.00565546,-0.001559073,-0.003423846
161,0.9999769,-0.00565546,-0.001559073,-0.003423846
163,0.9999771,-0.00562489,-0.001528503,-0.003423846
165,0.9999771,-0.00562489,-0.001559073,-0.003423846
167,0.9999771,-0.00562489,-0.001528503,-0.003423846
169,0.9999772,-0.005624891,-0.001497933,-0.003423847
171,0.9999772,-0.005624891,-0.001497933,-0.003423847
173,0.9999774,-0.005594322,-0.001467363,-0.003423847
175,0.9999774,-0.005594322,-0.001497933,-0.003423847
177,0.9999774,-0.005594322,-0.001497933,-0.003423847
179,0.9999774,-0.005594322,-0.001497933,-0.003423847
181,0.9999774,-0.005594322,-0.001497933,-0.003423847
183,0.9999774,-0.005594322,-0.001467363,-0.003423847
186,0.9999774,-0.005594322,-0.001467363,-0.003423847
188,0.9999774,-0.005594322,-0.001497933,-0.003423847
190,0.9999772,-0.005624891,-0.001467363,-0.003423847
192,0.9999774,-0.005594322,-0.001467363,-0.003423847
194,0.9999773,-0.005624891,-0.001436793,-0.003423847
196,0.9999773,-0.005624891,-0.001436793,-0.003423847
198,0.9999774,-0.005594322,-0.001436793,-0.003423847
200,0.9999774,-0.005594322,-0.001467363,-0.003423847
202,0.9999774,-0.005594322,-0.001467363,-0.003423847
204,0.9999774,-0.005594322,-0.001467363,-0.003423847
206,0.9999774,-0.005594322,-0.001467363,-0.003423847
208,0.9999774,-0.005594322,-0.001467363,-0.003423847
210,0.9999775,-0.005563753,-0.001497933,-0.003423848
212,0.9999776,-0.005563753,-0.001467363,-0.003423848
214,0.9999774,-0.005594322,-0.001467363,-0.003423847
216,0.9999774,-0.005594322,-0.001467363,-0.003423847
219,0.9999774,-0.005594322,-0.001467363,-0.003423847
221,0.9999774,-0.005594322,-0.001497933,-0.003423847
223,0.9999774,-0.005594322,-0.001497933,-0.003423847
225,0.9999772,-0.005624891,-0.001467363,-0.003423847
227,0.9999774,-0.005594322,-0.001467363,-0.003423847
229,0.9999774,-0.005594322,-0.001436793,-0.003423847
231,0.9999774,-0.005594322,-0.001436793,-0.003423847
233,0.9999774,-0.005594322,-0.001436793,-0.003423847
235,0.9999776,-0.005563753,-0.001467363,-0.003423848
237,0.9999776,-0.005563753,-0.001436793,-0.003423848
239,0.9999776,-0.005563753,-0.001436793,-0.003423848
241,0.9999778,-0.005533184,-0.001436794,-0.003423849
243,0.9999778,-0.005533184,-0.001436794,-0.003423849
245,0.9999778,-0.005533184,-0.001436794,-0.003423849
247,0.9999778,-0.005533184,-0.001436794,-0.003423849
249,0.9999776,-0.005563753,-0.001467363,-0.003423848
252,0.9999776,-0.005533183,-0.001467364,-0.003454418
254,0.9999776,-0.005533183,-0.001467364,-0.003454418
256,0.9999776,-0.005533183,-0.001497934,-0.003454418
258,0.9999776,-0.005533183,-0.001497934,-0.003454418
260,0.9999776,-0.005533183,-0.001497934,-0.003454418
262,0.9999777,-0.005502614,-0.001528504,-0.003454418
264,0.9999777,-0.005502614,-0.001528504,-0.003454418
266,0.9999777,-0.005502614,-0.001528504,-0.003454418
268,0.9999776,-0.005502613,-0.001559074,-0.003454418
270,0.9999776,-0.005502613,-0.001559074,-0.003454418
272,0.9999778,-0.005472044,-0.001559074,-0.003454419
274,0.9999776,-0.005502613,-0.001559074,-0.003454418
276,0.9999776,-0.005502613,-0.001559074,-0.003454418
278,0.9999779,-0.005472044,-0.001528504,-0.003454419
280,0.9999778,-0.005472044,-0.001559074,-0.003454419
283,0.9999778,-0.005472044,-0.001559074,-0.003454419
286,0.9999778,-0.005472044,-0.001559074,-0.003454419
288,0.9999778,-0.005472044,-0.001559074,-0.003454419
290,0.9999778,-0.005472044,-0.001559074,-0.003454419
292,0.9999778,-0.005472044,-0.001559074,-0.003454419
294,0.9999778,-0.005472044,-0.001559074,-0.003454419
296,0.9999778,-0.005472044,-0.001559074,-0.003454419
298,0.9999778,-0.005472044,-0.001559074,-0.003454419
300,0.9999779,-0.005472044,-0.001528504,-0.003454419
302,0.9999776,-0.005502613,-0.001559074,-0.003454418
304,0.9999776,-0.005502613,-0.001559074,-0.003454418
306,0.9999776,-0.005502613,-0.001559074,-0.003454418
308,0.9999777,-0.005502614,-0.001528504,-0.003454418
310,0.9999776,-0.005502613,-0.001559074,-0.003454418
312,0.9999776,-0.005502613,-0.001559074,-0.003454418
314,0.9999779,-0.005472045,-0.001559074,-0.003423849
316,0.9999778,-0.005472044,-0.001559074,-0.003454419
319,0.9999779,-0.005472044,-0.001528504,-0.003454419
321,0.9999779,-0.005472044,-0.001528504,-0.003454419
323,0.999978,-0.005472045,-0.001528504,-0.003423849
325,0.999978,-0.005472045,-0.001497934,-0.003423849
327,0.9999778,-0.005502614,-0.001497934,-0.003423849
329,0.9999778,-0.005502614,-0.001528504,-0.003423849
331,0.999978,-0.005472045,-0.001497934,-0.003423849
333,0.999978,-0.005472045,-0.001497934,-0.003423849
335,0.999978,-0.005472045,-0.001497934,-0.003423849
337,0.9999782,-0.005441476,-0.001497934,-0.00342385
339,0.9999782,-0.005441476,-0.001467364,-0.00342385
341,0.9999782,-0.005441476,-0.001467364,-0.00342385
343,0.9999782,-0.005441476,-0.001467364,-0.00342385
345,0.9999782,-0.005441476,-0.001467364,-0.00342385
347,0.9999782,-0.005441476,-0.001467364,-0.00342385
349,0.9999781,-0.005472045,-0.001467364,-0.00342385
352,0.999978,-0.005472045,-0.001497934,-0.003423849
354,0.999978,-0.005472045,-0.001497934,-0.003423849
356,0.999978,-0.005472045,-0.001497934,-0.003423849
358,0.9999778,-0.005502614,-0.001497934,-0.003423849
360,0.9999781,-0.005472045,-0.001467364,-0.00342385
362,0.9999779,-0.005502615,-0.001467364,-0.003423849
364,0.9999779,-0.005502615,-0.001467364,-0.003423849
366,0.9999779,-0.005502615,-0.001467364,-0.003423849
368,0.9999779,-0.005502615,-0.001467364,-0.003423849
370,0.9999778,-0.005502614,-0.001497934,-0.003423849
372,0.999978,-0.005472045,-0.001497934,-0.003423849
374,0.9999779,-0.005502615,-0.001467364,-0.003423849
376,0.9999779,-0.005502615,-0.001467364,-0.003423849
378,0.9999777,-0.005533183,-0.001467364,-0.003423848
380,0.9999779,-0.005502615,-0.001467364,-0.003423849
382,0.9999779,-0.005502615,-0.001467364,-0.003423849
385,0.9999777,-0.005533183,-0.001467364,-0.003423848
387,0.9999777,-0.005533183,-0.001467364,-0.003423848
389,0.9999777,-0.005533183,-0.001467364,-0.003423848
391,0.9999777,-0.005533183,-0.001467364,-0.003423848
393,0.9999777,-0.005533183,-0.001467364,-0.003423848
395,0.9999779,-0.005502615,-0.001467364,-0.003423849
397,0.9999777,-0.005533183,-0.001467364,-0.003423848
399,0.9999777,-0.005533183,-0.001497934,-0.003423848
401,0.9999776,-0.005533183,-0.001528504,-0.003423848
403,0.9999777,-0.005533183,-0.001497934,-0.003423848
405,0.9999777,-0.005533183,-0.001497934,-0.003423848
407,0.9999777,-0.005533183,-0.001467364,-0.003423848
409,0.9999777,-0.005533183,-0.001497934,-0.003423848
411,0.9999776,-0.005533183,-0.001467364,-0.003454418
413,0.9999776,-0.005533183,-0.001467364,-0.003454418
417,0.9999776,-0.005533183,-0.001467364,-0.003454418
420,0.9999778,-0.005502614,-0.001467364,-0.003454419
422,0.9999776,-0.005533183,-0.001467364,-0.003454418
424,0.9999776,-0.005533183,-0.001467364,-0.003454418
426,0.9999776,-0.005533183,-0.001497934,-0.003454418
428,0.9999776,-0.005533183,-0.001497934,-0.003454418
430,0.9999776,-0.005533183,-0.001497934,-0.003454418
432,0.9999776,-0.005533183,-0.001497934,-0.003454418
434,0.9999776,-0.005533183,-0.001497934,-0.003454418
436,0.9999774,-0.005563752,-0.001497933,-0.003454417
438,0.9999774,-0.005563752,-0.001497933,-0.003454417
440,0.9999775,-0.005563752,-0.001467363,-0.003454418
442,0.9999775,-0.005563752,-0.001467363,-0.003454418
444,0.9999775,-0.005563752,-0.001467363,-0.003454418
446,0.9999775,-0.005563752,-0.001467363,-0.003454418
448,0.9999775,-0.005563752,-0.001467363,-0.003454418
450,0.9999774,-0.005563752,-0.001497933,-0.003454417
453,0.9999775,-0.005563752,-0.001467363,-0.003454418
455,0.9999776,-0.005533183,-0.001467364,-0.003454418
457,0.9999776,-0.005533183,-0.001467364,-0.003454418
459,0.9999776,-0.005533183,-0.001497934,-0.003454418
461,0.9999774,-0.005563752,-0.001497933,-0.003454417
463,0.9999774,-0.005563752,-0.001497933,-0.003454417
465,0.9999775,-0.005563752,-0.001467363,-0.003454418
467,0.9999775,-0.005563752,-0.001467363,-0.003454418
469,0.9999776,-0.005533183,-0.001467364,-0.003454418
471,0.9999776,-0.005533183,-0.001467364,-0.003454418
473,0.9999775,-0.005563752,-0.001467363,-0.003454418
475,0.9999775,-0.005563752,-0.001467363,-0.003454418
477,0.9999775,-0.005563752,-0.001467363,-0.003454418
479,0.9999775,-0.005563752,-0.001467363,-0.003454418
481,0.9999774,-0.005594322,-0.001436793,-0.003454417
483,0.9999772,-0.005624891,-0.001436793,-0.003454417
486,0.9999774,-0.005594322,-0.001436793,-0.003454417
488,0.9999775,-0.005563753,-0.001436793,-0.003454418
490,0.9999775,-0.005563753,-0.001436793,-0.003454418
492,0.9999775,-0.005563752,-0.001467363,-0.003454418
494,0.9999773,-0.005594322,-0.001467363,-0.003454417
496,0.9999773,-0.005594322,-0.001467363,-0.003454417
498,0.9999773,-0.005594322,-0.001467363,-0.003454417
500,0.9999771,-0.00562489,-0.001467363,-0.003454417
502,0.9999771,-0.00562489,-0.001467363,-0.003454417
504,0.9999771,-0.00562489,-0.001467363,-0.003454417
506,0.9999771,-0.00562489,-0.001467363,-0.003454417
508,0.9999773,-0.005594322,-0.001467363,-0.003454417
510,0.9999774,-0.005594322,-0.001436793,-0.003454417
512,0.9999774,-0.005594322,-0.001436793,-0.003454417
514,0.9999774,-0.005594322,-0.001436793,-0.003454417
516,0.9999774,-0.005594322,-0.001436793,-0.003454417
519,0.9999775,-0.005563753,-0.001436793,-0.003454418
521,0.9999775,-0.005563752,-0.001467363,-0.003454418
523,0.9999775,-0.005563752,-0.001467363,-0.003454418
525,0.9999774,-0.005594322,-0.001467363,-0.003423847
527,0.9999775,-0.005563752,-0.001467363,-0.003454418
529,0.9999775,-0.005563752,-0.001467363,-0.003454418
531,0.9999775,-0.005563753,-0.001436793,-0.003454418
533,0.9999776,-0.005563753,-0.001436793,-0.003423848
535,0.9999776,-0.005563753,-0.001406223,-0.003423848
537,0.9999778,-0.005533184,-0.001406224,-0.003423849
539,0.9999778,-0.005533184,-0.001406224,-0.003423849
541,0.9999778,-0.005533184,-0.001406224,-0.003423849
543,0.9999778,-0.005533184,-0.001406224,-0.003423849
545,0.9999778,-0.005533184,-0.001436794,-0.003423849
547,0.9999776,-0.005563753,-0.001406223,-0.003423848
550,0.9999778,-0.005533184,-0.001406224,-0.003423849
553,0.9999779,-0.005502615,-0.001436794,-0.003423849
555,0.9999779,-0.005502615,-0.001436794,-0.003423849
557,0.9999779,-0.005502615,-0.001436794,-0.003423849
559,0.9999778,-0.005533184,-0.001406224,-0.003423849
561,0.9999778,-0.005533184,-0.001406224,-0.003423849
563,0.9999778,-0.005533184,-0.001436794,-0.003423849
565,0.9999778,-0.005533184,-0.001406224,-0.003423849
567,0.9999778,-0.005533184,-0.001436794,-0.003423849
569,0.999978,-0.005502615,-0.001406224,-0.003423849
571,0.9999779,-0.005502615,-0.001436794,-0.003423849
573,0.999978,-0.005502615,-0.001406224,-0.003423849
575,0.999978,-0.005502615,-0.001406224,-0.003423849
577,0.9999779,-0.005502615,-0.001436794,-0.003423849
579,0.9999781,-0.005472046,-0.001436794,-0.00342385
581,0.999978,-0.005472045,-0.001436794,-0.00345442
583,0.9999781,-0.005472046,-0.001436794,-0.00342385
586,0.9999782,-0.005472046,-0.001406224,-0.00342385
588,0.9999783,-0.005441477,-0.001406224,-0.003423851
590,0.9999782,-0.005441476,-0.001436794,-0.00345442
592,0.9999782,-0.005441476,-0.001406224,-0.00345442
594,0.9999783,-0.005441477,-0.001406224,-0.003423851
596,0.9999783,-0.005441477,-0.001406224,-0.003423851
598,0.9999783,-0.005441477,-0.001406224,-0.003423851
600,0.9999782,-0.005441476,-0.001406224,-0.00345442
602,0.9999782,-0.005441476,-0.001406224,-0.00345442
604,0.9999782,-0.005441476,-0.001406224,-0.00345442
606,0.9999782,-0.005441476,-0.001406224,-0.00345442
608,0.9999781,-0.005472045,-0.001406224,-0.00345442
610,0.9999782,-0.005441476,-0.001406224,-0.00345442
612,0.9999782,-0.005441476,-0.001406224,-0.00345442
614,0.9999782,-0.005441476,-0.001406224,-0.00345442
616,0.9999782,-0.005441476,-0.001406224,-0.00345442
619,0.9999782,-0.005441476,-0.001406224,-0.00345442
621,0.9999782,-0.005441476,-0.001406224,-0.00345442
623,0.9999781,-0.005472045,-0.001406224,-0.00345442
625,0.9999779,-0.005502615,-0.001406224,-0.003454419
627,0.999978,-0.005472045,-0.001436794,-0.00345442
629,0.999978,-0.005472045,-0.001436794,-0.00345442
631,0.9999782,-0.005441476,-0.001436794,-0.00345442
633,0.9999782,-0.005441476,-0.001436794,-0.00345442
635,0.9999782,-0.005441476,-0.001436794,-0.00345442
637,0.9999781,-0.005441476,-0.001467364,-0.00345442
639,0.9999781,-0.005441476,-0.001467364,-0.00345442
641,0.9999782,-0.005441476,-0.001436794,-0.00345442
643,0.9999782,-0.005441476,-0.001436794,-0.00345442
645,0.9999781,-0.005472045,-0.001406224,-0.00345442
647,0.999978,-0.005472045,-0.001436794,-0.00345442
649,0.9999779,-0.005472045,-0.001467364,-0.003454419
652,0.9999782,-0.005441476,-0.001436794,-0.00345442
654,0.9999782,-0.005441476,-0.001436794,-0.00345442
656,0.999978,-0.005472045,-0.001436794,-0.00345442
658,0.9999779,-0.005472045,-0.001467364,-0.003454419
660,0.9999779,-0.005472045,-0.001467364,-0.003454419
662,0.9999779,-0.005472045,-0.001467364,-0.003454419
664,0.9999781,-0.005441476,-0.001467364,-0.00345442
666,0.9999781,-0.005441476,-0.001467364,-0.00345442
668,0.9999779,-0.005472045,-0.001467364,-0.003454419
670,0.9999779,-0.005472044,-0.001467364,-0.003484989
672,0.9999778,-0.005472044,-0.001497934,-0.003484989
674,0.9999779,-0.005472045,-0.001497934,-0.003454419
676,0.9999779,-0.005472045,-0.001497934,-0.003454419
678,0.9999779,-0.005472045,-0.001467364,-0.003454419
680,0.9999779,-0.005472045,-0.001467364,-0.003454419
684,0.9999779,-0.005472045,-0.001467364,-0.003454419
687,0.9999779,-0.005472045,-0.001467364,-0.003454419
689,0.9999779,-0.005472045,-0.001467364,-0.003454419
691,0.999978,-0.005472045,-0.001436794,-0.00345442
693,0.9999782,-0.005441476,-0.001436794,-0.00345442
695,0.9999782,-0.005441476,-0.001436794,-0.00345442
697,0.9999779,-0.005472045,-0.001467364,-0.003454419
699,0.9999779,-0.005472045,-0.001497934,-0.003454419
701,0.9999779,-0.005472045,-0.001467364,-0.003454419
703,0.9999779,-0.005472045,-0.001467364,-0.003454419
705,0.9999779,-0.005472045,-0.001467364,-0.003454419
707,0.9999779,-0.005472045,-0.001467364,-0.003454419
709,0.9999779,-0.005472045,-0.001467364,-0.003454419
711,0.9999779,-0.005472045,-0.001497934,-0.003454419
713,0.9999779,-0.005472045,-0.001497934,-0.003454419
715,0.9999779,-0.005472045,-0.001497934,-0.003454419
717,0.9999781,-0.005472045,-0.001467364,-0.00342385
720,0.9999781,-0.005472045,-0.001467364,-0.00342385
722,0.9999779,-0.005472045,-0.001467364,-0.003454419
724,0.9999779,-0.005472045,-0.001497934,-0.003454419
726,0.9999779,-0.005472045,-0.001497934,-0.003454419
728,0.9999779,-0.005472045,-0.001497934,-0.003454419
730,0.9999779,-0.005472045,-0.001497934,-0.003454419
732,0.9999778,-0.005502614,-0.001497934,-0.003454419
734,0.9999779,-0.005472044,-0.001528504,-0.003454419
736,0.9999778,-0.005502614,-0.001497934,-0.003454419
738,0.9999778,-0.005502614,-0.001497934,-0.003454419
740,0.9999778,-0.005502614,-0.001497934,-0.003454419
742,0.9999778,-0.005502614,-0.001497934,-0.003454419
744,0.9999779,-0.005472045,-0.001497934,-0.003454419
746,0.9999778,-0.005502614,-0.001497934,-0.003454419
748,0.9999778,-0.005502614,-0.001497934,-0.003423849
750,0.9999778,-0.005502614,-0.001467364,-0.003454419
753,0.9999778,-0.005502614,-0.001467364,-0.003454419
755,0.9999778,-0.005502614,-0.001467364,-0.003454419
757,0.9999778,-0.005502614,-0.001467364,-0.003454419
759,0.9999779,-0.005472045,-0.001467364,-0.003454419
761,0.9999779,-0.005472045,-0.001467364,-0.003454419
763,0.999978,-0.005472045,-0.001436794,-0.00345442
765,0.9999782,-0.005441476,-0.001436794,-0.00345442
767,0.9999782,-0.005441476,-0.001436794,-0.00345442
769,0.9999782,-0.005441476,-0.001436794,-0.00345442
771,0.9999782,-0.005441476,-0.001436794,-0.00345442
773,0.9999782,-0.005441476,-0.001436794,-0.00345442
775,0.9999782,-0.005441476,-0.001406224,-0.00345442
777,0.9999782,-0.005441476,-0.001436794,-0.00345442
779,0.999978,-0.005472045,-0.001436794,-0.00345442
781,0.9999782,-0.005441476,-0.001436794,-0.00345442
783,0.9999782,-0.005441476,-0.001436794,-0.00345442
786,0.9999782,-0.005441476,-0.001436794,-0.00345442
788,0.9999782,-0.005441476,-0.001436794,-0.00345442
790,0.9999782,-0.005441476,-0.001436794,-0.00345442
792,0.9999779,-0.005472045,-0.001467364,-0.003454419
794,0.9999779,-0.005472045,-0.001467364,-0.003454419
796,0.9999779,-0.005472045,-0.001467364,-0.003454419
798,0.9999779,-0.005472045,-0.001467364,-0.003454419
800,0.9999781,-0.005441476,-0.001467364,-0.00345442
802,0.9999781,-0.005441476,-0.001467364,-0.00345442
804,0.9999779,-0.005472045,-0.001497934,-0.003454419
806,0.9999781,-0.005441475,-0.001497934,-0.00345442
808,0.999978,-0.005441475,-0.001497934,-0.00348499
810,0.9999781,-0.005441475,-0.001497934,-0.00345442
812,0.9999781,-0.005441475,-0.001497934,-0.00345442
814,0.9999781,-0.005441475,-0.001528504,-0.00345442
817,0.9999781,-0.005441475,-0.001528504,-0.00345442
820,0.9999781,-0.005441475,-0.001528504,-0.00345442
822,0.9999781,-0.005441475,-0.001528504,-0.00345442
824,0.9999781,-0.005441475,-0.001528504,-0.00345442
826,0.999978,-0.005441475,-0.001559074,-0.00345442
828,0.9999782,-0.005410906,-0.001528505,-0.00345442
830,0.999978,-0.005441475,-0.001559074,-0.00345442
832,0.9999781,-0.005441475,-0.001528504,-0.00345442
834,0.9999781,-0.005441475,-0.001528504,-0.00345442
836,0.9999781,-0.005410905,-0.001528504,-0.00348499
838,0.9999782,-0.005410906,-0.001528505,-0.00345442
840,0.9999781,-0.005410905,-0.001559074,-0.00348499
842,0.9999782,-0.005410906,-0.001559075,-0.00345442
844,0.9999781,-0.005410905,-0.001528504,-0.00348499
846,0.9999781,-0.005410905,-0.001528504,-0.00348499
848,0.9999781,-0.005410905,-0.001528504,-0.00348499
850,0.9999782,-0.005410906,-0.001528505,-0.00345442
853,0.9999781,-0.005410905,-0.001528504,-0.00348499
855,0.9999781,-0.005410905,-0.001497934,-0.00348499
857,0.9999782,-0.005410906,-0.001497934,-0.00345442
859,0.9999781,-0.005410905,-0.001497934,-0.00348499
861,0.9999782,-0.005410906,-0.001497934,-0.00345442
863,0.9999781,-0.005410905,-0.001497934,-0.00348499
865,0.9999783,-0.005380337,-0.001497935,-0.003484991
867,0.9999783,-0.005380337,-0.001497935,-0.003484991
869,0.9999781,-0.005410905,-0.001497934,-0.00348499
871,0.9999782,-0.005410906,-0.001467364,-0.00348499
873,0.9999783,-0.005380337,-0.001497935,-0.003484991
875,0.9999784,-0.005380337,-0.001467365,-0.003484991
877,0.9999784,-0.005380337,-0.001467365,-0.003484991
879,0.9999784,-0.005380337,-0.001467365,-0.003484991
881,0.9999784,-0.005380337,-0.001436795,-0.003484991
883,0.9999782,-0.005410906,-0.001467364,-0.00348499
886,0.9999784,-0.005380337,-0.001467365,-0.003484991
888,0.9999783,-0.005410906,-0.001467364,-0.00345442
890,0.9999782,-0.005410906,-0.001436794,-0.00348499
892,0.9999784,-0.005410907,-0.001436795,-0.003454421
894,0.9999782,-0.005410906,-0.001436794,-0.00348499
896,0.9999784,-0.005380337,-0.001436795,-0.003484991
898,0.9999784,-0.005380337,-0.001436795,-0.003484991
900,0.9999784,-0.005380337,-0.001436795,-0.003484991
902,0.9999784,-0.005380337,-0.001436795,-0.003484991
904,0.9999785,-0.005349768,-0.001436795,-0.003484991
906,0.9999785,-0.005380338,-0.001436795,-0.003454421
908,0.9999785,-0.005380338,-0.001436795,-0.003454421
910,0.9999787,-0.005349768,-0.001436795,-0.003454422
912,0.9999784,-0.005380337,-0.001436795,-0.003484991
914,0.9999785,-0.005349768,-0.001436795,-0.003484991
916,0.9999785,-0.005349768,-0.001436795,-0.003484991
919,0.9999785,-0.005349768,-0.001467365,-0.003484991
921,0.9999784,-0.005380337,-0.001436795,-0.003484991
923,0.9999784,-0.005380337,-0.001436795,-0.003484991
925,0.9999784,-0.005380337,-0.001467365,-0.003484991
927,0.9999784,-0.005380337,-0.001467365,-0.003484991
929,0.9999785,-0.005349768,-0.001436795,-0.003484991
931,0.9999785,-0.005349768,-0.001436795,-0.003484991
933,0.9999785,-0.005349768,-0.001436795,-0.003484991
935,0.9999785,-0.005349768,-0.001467365,-0.003484991
937,0.9999784,-0.005380337,-0.001436795,-0.003484991
939,0.9999784,-0.005380337,-0.001436795,-0.003484991
941,0.9999784,-0.005380337,-0.001436795,-0.003484991
943,0.9999784,-0.005380337,-0.001436795,-0.003484991
945,0.9999784,-0.005380337,-0.001436795,-0.003484991
947,0.9999783,-0.005410906,-0.001406224,-0.003484991
951,0.9999783,-0.005410906,-0.001406224,-0.003484991
954,0.9999783,-0.005410906,-0.001375654,-0.003484991
956,0.9999785,-0.005380338,-0.001375654,-0.003484991
958,0.9999785,-0.005380338,-0.001375654,-0.003484991
960,0.9999785,-0.005380338,-0.001375654,-0.003484991
962,0.9999785,-0.005380338,-0.001375654,-0.003484991
964,0.9999785,-0.005380338,-0.001375654,-0.003484991
966,0.9999785,-0.005380338,-0.001375654,-0.003484991
968,0.9999785,-0.005380338,-0.001375654,-0.003484991
970,0.9999785,-0.005380338,-0.001375654,-0.003484991
972,0.9999785,-0.005380338,-0.001375654,-0.003484991
974,0.9999784,-0.005380337,-0.001345084,-0.003515561
976,0.9999784,-0.005380337,-0.001345084,-0.003515561
978,0.9999785,-0.005380338,-0.001314514,-0.003484991
980,0.9999785,-0.005380338,-0.001314514,-0.003484991
982,0.9999785,-0.005380338,-0.001314514,-0.003484991
984,0.9999785,-0.005380338,-0.001314514,-0.003484991
987,0.9999787,-0.005349605,-0.001314474,-0.003484886
989,0.9999787,-0.005349605,-0.001314474,-0.003484886
991,0.9999788,-0.005349605,-0.001283905,-0.003484886
993,0.9999788,-0.005349605,-0.001283905,-0.003484886
995,0.9999787,-0.005349605,-0.001314474,-0.003484886
997,0.9999787,-0.005349605,-0.001314474,-0.003484886
999,0.9999787,-0.005349605,-0.001314474,-0.003484886
1001,0.9999787,-0.005349605,-0.001314474,-0.003484886
1003,0.9999787,-0.005349605,-0.001314474,-0.003484886
