Packet number,Roll | Phi | X (degrees), Pitch | Theta | Y (degrees), Yaw | Psi | Z (degrees)
192,0.6416395,0.165949,0.3932806
194,0.6451304,0.1624339,0.3932658
196,0.6451304,0.1624339,0.3932658
198,0.6416274,0.162446,0.393261
200,0.6416395,0.165949,0.3932806
202,0.6416395,0.165949,0.3932806
204,0.6416395,0.165949,0.3932806
206,0.6416395,0.165949,0.3932806
208,0.6416395,0.165949,0.3932806
210,0.6381485,0.169464,0.3932951
212,0.6381364,0.165961,0.3932756
214,0.6416395,0.165949,0.3932806
216,0.6416395,0.165949,0.3932806
219,0.6416395,0.165949,0.3932806
221,0.6416515,0.169452,0.3933002
223,0.6416515,0.169452,0.3933002
225,0.6451425,0.1659369,0.3932856
227,0.6416395,0.165949,0.3932806
229,0.6416274,0.162446,0.393261
231,0.6416274,0.162446,0.393261
233,0.6416274,0.162446,0.393261
235,0.6381364,0.165961,0.3932756
237,0.6381245,0.162458,0.3932561
239,0.6381245,0.162458,0.3932561
241,0.6346214,0.1624701,0.3932512
243,0.6346214,0.1624701,0.3932512
245,0.6346214,0.1624701,0.3932512
247,0.6346214,0.1624701,0.3932512
249,0.6381364,0.165961,0.3932756
252,0.6346384,0.1659537,0.3967736
254,0.6346384,0.1659537,0.3967736
256,0.6346506,0.1694566,0.396793
258,0.6346506,0.1694566,0.396793
260,0.6346506,0.1694566,0.396793
262,0.6311597,0.1729718,0.3968072
264,0.6311597,0.1729718,0.3968072
266,0.6311597,0.1729718,0.3968072
268,0.6311719,0.1764748,0.3968265
270,0.6311719,0.1764748,0.3968265
272,0.6276689,0.176487,0.3968212
274,0.6311719,0.1764748,0.3968265
276,0.6311719,0.1764748,0.3968265
278,0.6276567,0.172984,0.3968019
280,0.6276689,0.176487,0.3968212
283,0.6276689,0.176487,0.3968212
286,0.6276689,0.176487,0.3968212
288,0.6276689,0.176487,0.3968212
290,0.6276689,0.176487,0.3968212
292,0.6276689,0.176487,0.3968212
294,0.6276689,0.176487,0.3968212
296,0.6276689,0.176487,0.3968212
298,0.6276689,0.176487,0.3968212
300,0.6276567,0.172984,0.3968019
302,0.6311719,0.1764748,0.3968265
304,0.6311719,0.1764748,0.3968265
306,0.6311719,0.1764748,0.3968265
308,0.6311597,0.1729718,0.3968072
310,0.6311719,0.1764748,0.3968265
312,0.6311719,0.1764748,0.3968265
314,0.6276636,0.1765061,0.3933181
316,0.6276689,0.176487,0.3968212
319,0.6276567,0.172984,0.3968019
321,0.6276567,0.172984,0.3968019
323,0.6276515,0.1730032,0.3932989
325,0.6276395,0.1695002,0.3932798
327,0.6311425,0.1694881,0.3932849
329,0.6311545,0.1729911,0.3933042
331,0.6276395,0.1695002,0.3932798
333,0.6276395,0.1695002,0.3932798
335,0.6276395,0.1695002,0.3932798
337,0.6241365,0.1695122,0.3932746
339,0.6241244,0.1660092,0.3932555
341,0.6241244,0.1660092,0.3932555
343,0.6241244,0.1660092,0.3932555
345,0.6241244,0.1660092,0.3932555
347,0.6241244,0.1660092,0.3932555
349,0.6276274,0.1659972,0.3932605
352,0.6276395,0.1695002,0.3932798
354,0.6276395,0.1695002,0.3932798
356,0.6276395,0.1695002,0.3932798
358,0.6311425,0.1694881,0.3932849
360,0.6276274,0.1659972,0.3932605
362,0.6311305,0.1659851,0.3932656
364,0.6311305,0.1659851,0.3932656
366,0.6311305,0.1659851,0.3932656
368,0.6311305,0.1659851,0.3932656
370,0.6311425,0.1694881,0.3932849
372,0.6276395,0.1695002,0.3932798
374,0.6311305,0.1659851,0.3932656
376,0.6311305,0.1659851,0.3932656
378,0.6346334,0.1659731,0.3932706
380,0.6311305,0.1659851,0.3932656
382,0.6311305,0.1659851,0.3932656
385,0.6346334,0.1659731,0.3932706
387,0.6346334,0.1659731,0.3932706
389,0.6346334,0.1659731,0.3932706
391,0.6346334,0.1659731,0.3932706
393,0.6346334,0.1659731,0.3932706
395,0.6311305,0.1659851,0.3932656
397,0.6346334,0.1659731,0.3932706
399,0.6346455,0.1694761,0.39329
401,0.6346576,0.1729791,0.3933094
403,0.6346455,0.1694761,0.39329
405,0.6346455,0.1694761,0.39329
407,0.6346334,0.1659731,0.3932706
409,0.6346455,0.1694761,0.39329
411,0.6346384,0.1659537,0.3967736
413,0.6346384,0.1659537,0.3967736
417,0.6346384,0.1659537,0.3967736
420,0.6311355,0.1659658,0.3967686
422,0.6346384,0.1659537,0.3967736
424,0.6346384,0.1659537,0.3967736
426,0.6346506,0.1694566,0.396793
428,0.6346506,0.1694566,0.396793
430,0.6346506,0.1694566,0.396793
432,0.6346506,0.1694566,0.396793
434,0.6346506,0.1694566,0.396793
436,0.6381536,0.1694445,0.3967981
438,0.6381536,0.1694445,0.3967981
440,0.6381415,0.1659415,0.3967786
442,0.6381415,0.1659415,0.3967786
444,0.6381415,0.1659415,0.3967786
446,0.6381415,0.1659415,0.3967786
448,0.6381415,0.1659415,0.3967786
450,0.6381536,0.1694445,0.3967981
453,0.6381415,0.1659415,0.3967786
455,0.6346384,0.1659537,0.3967736
457,0.6346384,0.1659537,0.3967736
459,0.6346506,0.1694566,0.396793
461,0.6381536,0.1694445,0.3967981
463,0.6381536,0.1694445,0.3967981
465,0.6381415,0.1659415,0.3967786
467,0.6381415,0.1659415,0.3967786
469,0.6346384,0.1659537,0.3967736
471,0.6346384,0.1659537,0.3967736
473,0.6381415,0.1659415,0.3967786
475,0.6381415,0.1659415,0.3967786
477,0.6381415,0.1659415,0.3967786
479,0.6381415,0.1659415,0.3967786
481,0.6416323,0.1624263,0.3967639
483,0.6451353,0.1624142,0.3967688
486,0.6416323,0.1624263,0.3967639
488,0.6381293,0.1624385,0.3967591
490,0.6381293,0.1624385,0.3967591
492,0.6381415,0.1659415,0.3967786
494,0.6416445,0.1659293,0.3967836
496,0.6416445,0.1659293,0.3967836
498,0.6416445,0.1659293,0.3967836
500,0.6451474,0.1659172,0.3967886
502,0.6451474,0.1659172,0.3967886
504,0.6451474,0.1659172,0.3967886
506,0.6451474,0.1659172,0.3967886
508,0.6416445,0.1659293,0.3967836
510,0.6416323,0.1624263,0.3967639
512,0.6416323,0.1624263,0.3967639
514,0.6416323,0.1624263,0.3967639
516,0.6416323,0.1624263,0.3967639
519,0.6381293,0.1624385,0.3967591
521,0.6381415,0.1659415,0.3967786
523,0.6381415,0.1659415,0.3967786
525,0.6416395,0.165949,0.3932806
527,0.6381415,0.1659415,0.3967786
529,0.6381415,0.1659415,0.3967786
531,0.6381293,0.1624385,0.3967591
533,0.6381245,0.162458,0.3932561
535,0.6381124,0.158955,0.3932365
537,0.6346094,0.1589671,0.3932317
539,0.6346094,0.1589671,0.3932317
541,0.6346094,0.1589671,0.3932317
543,0.6346094,0.1589671,0.3932317
545,0.6346214,0.1624701,0.3932512
547,0.6381124,0.158955,0.3932365
550,0.6346094,0.1589671,0.3932317
553,0.6311184,0.1624821,0.3932463
555,0.6311184,0.1624821,0.3932463
557,0.6311184,0.1624821,0.3932463
559,0.6346094,0.1589671,0.3932317
561,0.6346094,0.1589671,0.3932317
563,0.6346214,0.1624701,0.3932512
565,0.6346094,0.1589671,0.3932317
567,0.6346214,0.1624701,0.3932512
569,0.6311063,0.1589791,0.3932269
571,0.6311184,0.1624821,0.3932463
573,0.6311063,0.1589791,0.3932269
575,0.6311063,0.1589791,0.3932269
577,0.6311184,0.1624821,0.3932463
579,0.6276154,0.1624942,0.3932413
581,0.6276203,0.162475,0.3967444
583,0.6276154,0.1624942,0.3932413
586,0.6276032,0.1589912,0.3932221
588,0.6241003,0.1590032,0.3932174
590,0.6241173,0.1624871,0.3967395
592,0.6241051,0.1589841,0.3967203
594,0.6241003,0.1590032,0.3932174
596,0.6241003,0.1590032,0.3932174
598,0.6241003,0.1590032,0.3932174
600,0.6241051,0.1589841,0.3967203
602,0.6241051,0.1589841,0.3967203
604,0.6241051,0.1589841,0.3967203
606,0.6241051,0.1589841,0.3967203
608,0.6276081,0.158972,0.3967251
610,0.6241051,0.1589841,0.3967203
612,0.6241051,0.1589841,0.3967203
614,0.6241051,0.1589841,0.3967203
616,0.6241051,0.1589841,0.3967203
619,0.6241051,0.1589841,0.3967203
621,0.6241051,0.1589841,0.3967203
623,0.6276081,0.158972,0.3967251
625,0.6311111,0.1589598,0.3967299
627,0.6276203,0.162475,0.3967444
629,0.6276203,0.162475,0.3967444
631,0.6241173,0.1624871,0.3967395
633,0.6241173,0.1624871,0.3967395
635,0.6241173,0.1624871,0.3967395
637,0.6241294,0.1659901,0.3967586
639,0.6241294,0.1659901,0.3967586
641,0.6241173,0.1624871,0.3967395
643,0.6241173,0.1624871,0.3967395
645,0.6276081,0.158972,0.3967251
647,0.6276203,0.162475,0.3967444
649,0.6276325,0.165978,0.3967636
652,0.6241173,0.1624871,0.3967395
654,0.6241173,0.1624871,0.3967395
656,0.6276203,0.162475,0.3967444
658,0.6276325,0.165978,0.3967636
660,0.6276325,0.165978,0.3967636
662,0.6276325,0.165978,0.3967636
664,0.6241294,0.1659901,0.3967586
666,0.6241294,0.1659901,0.3967586
668,0.6276325,0.165978,0.3967636
670,0.6276374,0.1659588,0.4002666
672,0.6276497,0.1694618,0.4002858
674,0.6276445,0.1694809,0.3967828
676,0.6276445,0.1694809,0.3967828
678,0.6276325,0.165978,0.3967636
680,0.6276325,0.165978,0.3967636
684,0.6276325,0.165978,0.3967636
687,0.6276325,0.165978,0.3967636
689,0.6276325,0.165978,0.3967636
691,0.6276203,0.162475,0.3967444
693,0.6241173,0.1624871,0.3967395
695,0.6241173,0.1624871,0.3967395
697,0.6276325,0.165978,0.3967636
699,0.6276445,0.1694809,0.3967828
701,0.6276325,0.165978,0.3967636
703,0.6276325,0.165978,0.3967636
705,0.6276325,0.165978,0.3967636
707,0.6276325,0.165978,0.3967636
709,0.6276325,0.165978,0.3967636
711,0.6276445,0.1694809,0.3967828
713,0.6276445,0.1694809,0.3967828
715,0.6276445,0.1694809,0.3967828
717,0.6276274,0.1659972,0.3932605
720,0.6276274,0.1659972,0.3932605
722,0.6276325,0.165978,0.3967636
724,0.6276445,0.1694809,0.3967828
726,0.6276445,0.1694809,0.3967828
728,0.6276445,0.1694809,0.3967828
730,0.6276445,0.1694809,0.3967828
732,0.6311476,0.1694688,0.3967879
734,0.6276567,0.172984,0.3968019
736,0.6311476,0.1694688,0.3967879
738,0.6311476,0.1694688,0.3967879
740,0.6311476,0.1694688,0.3967879
742,0.6311476,0.1694688,0.3967879
744,0.6276445,0.1694809,0.3967828
746,0.6311476,0.1694688,0.3967879
748,0.6311425,0.1694881,0.3932849
750,0.6311355,0.1659658,0.3967686
753,0.6311355,0.1659658,0.3967686
755,0.6311355,0.1659658,0.3967686
757,0.6311355,0.1659658,0.3967686
759,0.6276325,0.165978,0.3967636
761,0.6276325,0.165978,0.3967636
763,0.6276203,0.162475,0.3967444
765,0.6241173,0.1624871,0.3967395
767,0.6241173,0.1624871,0.3967395
769,0.6241173,0.1624871,0.3967395
771,0.6241173,0.1624871,0.3967395
773,0.6241173,0.1624871,0.3967395
775,0.6241051,0.1589841,0.3967203
777,0.6241173,0.1624871,0.3967395
779,0.6276203,0.162475,0.3967444
781,0.6241173,0.1624871,0.3967395
783,0.6241173,0.1624871,0.3967395
786,0.6241173,0.1624871,0.3967395
788,0.6241173,0.1624871,0.3967395
790,0.6241173,0.1624871,0.3967395
792,0.6276325,0.165978,0.3967636
794,0.6276325,0.165978,0.3967636
796,0.6276325,0.165978,0.3967636
798,0.6276325,0.165978,0.3967636
800,0.6241294,0.1659901,0.3967586
802,0.6241294,0.1659901,0.3967586
804,0.6276445,0.1694809,0.3967828
806,0.6241416,0.1694931,0.3967777
808,0.6241467,0.169474,0.4002806
810,0.6241416,0.1694931,0.3967777
812,0.6241416,0.1694931,0.3967777
814,0.6241537,0.1729961,0.3967968
817,0.6241537,0.1729961,0.3967968
820,0.6241537,0.1729961,0.3967968
822,0.6241537,0.1729961,0.3967968
824,0.6241537,0.1729961,0.3967968
826,0.6241659,0.1764991,0.3968159
828,0.6206508,0.1730083,0.3967915
830,0.6241659,0.1764991,0.3968159
832,0.6241537,0.1729961,0.3967968
834,0.6241537,0.1729961,0.3967968
836,0.6206559,0.1729893,0.4002945
838,0.6206508,0.1730083,0.3967915
840,0.6206682,0.1764923,0.4003135
842,0.6206629,0.1765113,0.3968105
844,0.6206559,0.1729893,0.4002945
846,0.6206559,0.1729893,0.4002945
848,0.6206559,0.1729893,0.4002945
850,0.6206508,0.1730083,0.3967915
853,0.6206559,0.1729893,0.4002945
855,0.6206437,0.1694863,0.4002756
857,0.6206386,0.1695053,0.3967725
859,0.6206437,0.1694863,0.4002756
861,0.6206386,0.1695053,0.3967725
863,0.6206437,0.1694863,0.4002756
865,0.6171407,0.1694985,0.4002704
867,0.6171407,0.1694985,0.4002704
869,0.6206437,0.1694863,0.4002756
871,0.6206315,0.1659833,0.4002566
873,0.6171407,0.1694985,0.4002704
875,0.6171284,0.1659956,0.4002515
877,0.6171284,0.1659956,0.4002515
879,0.6171284,0.1659956,0.4002515
881,0.6171162,0.1624925,0.4002326
883,0.6206315,0.1659833,0.4002566
886,0.6171284,0.1659956,0.4002515
888,0.6206264,0.1660023,0.3967535
890,0.6206192,0.1624803,0.4002376
892,0.6206142,0.1624993,0.3967345
894,0.6206192,0.1624803,0.4002376
896,0.6171162,0.1624925,0.4002326
898,0.6171162,0.1624925,0.4002326
900,0.6171162,0.1624925,0.4002326
902,0.6171162,0.1624925,0.4002326
904,0.6136131,0.1625048,0.4002278
906,0.6171113,0.1625114,0.3967297
908,0.6171113,0.1625114,0.3967297
910,0.6136082,0.1625236,0.3967248
912,0.6171162,0.1624925,0.4002326
914,0.6136131,0.1625048,0.4002278
916,0.6136131,0.1625048,0.4002278
919,0.6136253,0.1660078,0.4002465
921,0.6171162,0.1624925,0.4002326
923,0.6171162,0.1624925,0.4002326
925,0.6171284,0.1659956,0.4002515
927,0.6171284,0.1659956,0.4002515
929,0.6136131,0.1625048,0.4002278
931,0.6136131,0.1625048,0.4002278
933,0.6136131,0.1625048,0.4002278
935,0.6136253,0.1660078,0.4002465
937,0.6171162,0.1624925,0.4002326
939,0.6171162,0.1624925,0.4002326
941,0.6171162,0.1624925,0.4002326
943,0.6171162,0.1624925,0.4002326
945,0.6171162,0.1624925,0.4002326
947,0.6206068,0.1589773,0.4002186
951,0.6206068,0.1589773,0.4002186
954,0.6205946,0.1554743,0.4001996
956,0.6170917,0.1554866,0.4001949
958,0.6170917,0.1554866,0.4001949
960,0.6170917,0.1554866,0.4001949
962,0.6170917,0.1554866,0.4001949
964,0.6170917,0.1554866,0.4001949
966,0.6170917,0.1554866,0.4001949
968,0.6170917,0.1554866,0.4001949
970,0.6170917,0.1554866,0.4001949
972,0.6170917,0.1554866,0.4001949
974,0.617084,0.1519647,0.403679
976,0.617084,0.1519647,0.403679
978,0.6170671,0.1484805,0.4001572
980,0.6170671,0.1484805,0.4001572
982,0.6170671,0.1484805,0.4001572
984,0.6170671,0.1484805,0.4001572
987,0.6135454,0.1484883,0.4001404
989,0.6135454,0.1484883,0.4001404
991,0.6135331,0.1449854,0.4001216
993,0.6135331,0.1449854,0.4001216
995,0.6135454,0.1484883,0.4001404
997,0.6135454,0.1484883,0.4001404
999,0.6135454,0.1484883,0.4001404
1001,0.6135454,0.1484883,0.4001404
1003,0.6135454,0.1484883,0.4001404
1005,0.6135699,0.1554941,0.400178
1007,0.6135699,0.1554941,0.400178
1009,0.6135764,0.1519958,0.4001715
1011,0.6100547,0.1520035,0.4001546
1013,0.6100547,0.1520035,0.4001546
1015,0.6100547,0.1520035,0.4001546
1017,0.6100669,0.1555064,0.4001732
1020,0.6100669,0.1555064,0.4001732
1022,0.6100547,0.1520035,0.4001546
1024,0.6100547,0.1520035,0.4001546
1026,0.6135454,0.1484883,0.4001404
1028,0.6135641,0.1484928,0.4001527
1030,0.6135454,0.1484883,0.4001404
1032,0.6135454,0.1484883,0.4001404
1034,0.6100301,0.1449977,0.4001172
1036,0.6100345,0.144979,0.4036202
1038,0.6100301,0.1449977,0.4001172
1040,0.6100301,0.1449977,0.4001172
1042,0.6100301,0.1449977,0.4001172
1044,0.6100301,0.1449977,0.4001172
1046,0.6100179,0.1414948,0.4000986
1048,0.606515,0.141507,0.4000944
1050,0.606515,0.141507,0.4000944
1053,0.6100301,0.1449977,0.4001172
1055,0.6135331,0.1449854,0.4001216
1057,0.6135331,0.1449854,0.4001216
1059,0.6135209,0.1414825,0.4001029
1061,0.6170426,0.1414745,0.4001194
1063,0.6170426,0.1414745,0.4001194
1065,0.6170549,0.1449776,0.4001383
1067,0.6170549,0.1449776,0.4001383
1069,0.6170671,0.1484805,0.4001572
1071,0.6170671,0.1484805,0.4001572
1073,0.6170793,0.1519835,0.400176
1075,0.6170671,0.1484805,0.4001572
1077,0.6205701,0.1484683,0.4001616
1079,0.6205701,0.1484683,0.4001616
1081,0.6205456,0.1414623,0.4001237
1084,0.6205456,0.1414623,0.4001237
1087,0.6205579,0.1449653,0.4001427
1089,0.6205456,0.1414623,0.4001237
1091,0.6205579,0.1449653,0.4001427
1093,0.6205456,0.1414623,0.4001237
1095,0.6205579,0.1449653,0.4001427
1097,0.6170671,0.1484805,0.4001572
1099,0.6170671,0.1484805,0.4001572
1101,0.6170671,0.1484805,0.4001572
1103,0.6135454,0.1484883,0.4001404
1105,0.6135454,0.1484883,0.4001404
1107,0.6135454,0.1484883,0.4001404
1109,0.6135454,0.1484883,0.4001404
1111,0.6135454,0.1484883,0.4001404
1113,0.6100424,0.1485006,0.4001359
1115,0.6100424,0.1485006,0.4001359
1117,0.6065273,0.1450099,0.4001129
1120,0.6065395,0.1485128,0.4001315
1122,0.6065273,0.1450099,0.4001129
1124,0.6065273,0.1450099,0.4001129
1126,0.6100301,0.1449977,0.4001172
1128,0.6100301,0.1449977,0.4001172
1130,0.6100179,0.1414948,0.4000986
1132,0.6100301,0.1449977,0.4001172
1134,0.6100301,0.1449977,0.4001172
1136,0.6100301,0.1449977,0.4001172
1138,0.6100258,0.1450164,0.3966144
1140,0.6065351,0.1485314,0.3966286
1142,0.6065273,0.1450099,0.4001129
1144,0.60302,0.1450407,0.3966056
1146,0.6030244,0.1450222,0.4001086
1148,0.6065273,0.1450099,0.4001129
1150,0.6030244,0.1450222,0.4001086
1153,0.6030079,0.1415377,0.3965872
1155,0.6030079,0.1415377,0.3965872
1157,0.60302,0.1450407,0.3966056
1159,0.6065229,0.1450285,0.39661
1161,0.6030244,0.1450222,0.4001086
1163,0.60302,0.1450407,0.3966056
1165,0.6065107,0.1415256,0.3965915
1167,0.6030079,0.1415377,0.3965872
1169,0.6030079,0.1415377,0.3965872
1171,0.5995214,0.1450345,0.4001042
1173,0.6030121,0.1415193,0.4000901
1175,0.6030121,0.1415193,0.4000901
1177,0.5994969,0.1380287,0.4000675
1179,0.5994969,0.1380287,0.4000675
1181,0.595994,0.1380409,0.4000633
1183,0.5994969,0.1380287,0.4000675
1186,0.595994,0.1380409,0.4000633
1188,0.5959818,0.134538,0.4000451
1190,0.5959818,0.134538,0.4000451
1192,0.5959818,0.134538,0.4000451
1194,0.5959818,0.134538,0.4000451
1196,0.5924789,0.1345503,0.4000411
1198,0.5924789,0.1345503,0.4000411
1200,0.5924789,0.1345503,0.4000411
1202,0.5959818,0.134538,0.4000451
1204,0.5924789,0.1345503,0.4000411
1206,0.5924789,0.1345503,0.4000411
1208,0.5959695,0.1310351,0.4000269
1210,0.5924667,0.1310474,0.400023
1212,0.5924667,0.1310474,0.400023
1214,0.5924667,0.1310474,0.400023
1218,0.5889637,0.1310596,0.400019
1221,0.5889759,0.1345625,0.400037
1223,0.5889759,0.1345625,0.400037
1225,0.5889759,0.1345625,0.400037
1227,0.5889637,0.1310596,0.400019
1229,0.5889637,0.1310596,0.400019
1231,0.5889637,0.1310596,0.400019
1233,0.5889759,0.1345625,0.400037
1235,0.5889637,0.1310596,0.400019
1237,0.5854647,0.131054,0.403518
1239,0.5854647,0.131054,0.403518
1241,0.5854647,0.131054,0.403518
1243,0.5854647,0.131054,0.403518
1245,0.5854647,0.131054,0.403518
1247,0.5854647,0.131054,0.403518
1249,0.5854647,0.131054,0.403518
1251,0.5854647,0.131054,0.403518
1254,0.5854647,0.131054,0.403518
1256,0.5854647,0.131054,0.403518
1258,0.5819741,0.1345692,0.4035318
1260,0.5819741,0.1345692,0.4035318
1262,0.5784589,0.1310787,0.4035101
1264,0.5819618,0.1310663,0.403514
1266,0.5819618,0.1310663,0.403514
1268,0.5819618,0.1310663,0.403514
1270,0.5784589,0.1310787,0.4035101
1272,0.5819495,0.1275634,0.4034962
1274,0.5784466,0.1275758,0.4034924
1276,0.5819456,0.1275812,0.3999933
1278,0.5819456,0.1275812,0.3999933
1280,0.5819456,0.1275812,0.3999933
1282,0.5819456,0.1275812,0.3999933
1284,0.5819456,0.1275812,0.3999933
1287,0.5819456,0.1275812,0.3999933
1289,0.5819456,0.1275812,0.3999933
1291,0.5819579,0.1310841,0.4000111
1293,0.5819579,0.1310841,0.4000111
1295,0.5819579,0.1310841,0.4000111
1297,0.5819456,0.1275812,0.3999933
1299,0.5819495,0.1275634,0.4034962
1301,0.5819618,0.1310663,0.403514
1303,0.5784589,0.1310787,0.4035101
1305,0.5784589,0.1310787,0.4035101
1307,0.5784342,0.1240728,0.4034747
1309,0.5784342,0.1240728,0.4034747
1311,0.5749437,0.1275881,0.4034885
1313,0.5749437,0.1275881,0.4034885
1315,0.5749398,0.1276057,0.3999856
1317,0.5749398,0.1276057,0.3999856
1320,0.5749398,0.1276057,0.3999856
1322,0.5749398,0.1276057,0.3999856
1324,0.5714368,0.1276179,0.3999818
1326,0.5714368,0.1276179,0.3999818
1328,0.5714368,0.1276179,0.3999818
1330,0.5749398,0.1276057,0.3999856
1332,0.5714246,0.124115,0.3999643
1334,0.5714246,0.124115,0.3999643
1336,0.5714123,0.1206121,0.3999468
1338,0.5749275,0.1241028,0.399968
1340,0.5714246,0.124115,0.3999643
1342,0.5749275,0.1241028,0.399968
1344,0.5749275,0.1241028,0.399968
1346,0.5749398,0.1276057,0.3999856
1348,0.5714368,0.1276179,0.3999818
1351,0.5714368,0.1276179,0.3999818
1354,0.5714368,0.1276179,0.3999818
1356,0.5714368,0.1276179,0.3999818
1358,0.5714368,0.1276179,0.3999818
1360,0.5714368,0.1276179,0.3999818
1362,0.5714368,0.1276179,0.3999818
1364,0.567934,0.1276302,0.399978
1366,0.567934,0.1276302,0.399978
1368,0.5714491,0.1311208,0.3999993
1370,0.5714491,0.1311208,0.3999993
1372,0.5714491,0.1311208,0.3999993
1374,0.5714491,0.1311208,0.3999993
1376,0.5714368,0.1276179,0.3999818
1378,0.5714246,0.124115,0.3999643
1380,0.5714246,0.124115,0.3999643
1382,0.5714246,0.124115,0.3999643
1384,0.5714123,0.1206121,0.3999468
1387,0.5679217,0.1241273,0.3999605
1389,0.5679217,0.1241273,0.3999605
1391,0.5714246,0.124115,0.3999643
1393,0.5714246,0.124115,0.3999643
1395,0.5679217,0.1241273,0.3999605
1397,0.567934,0.1276302,0.399978
1399,0.567934,0.1276302,0.399978
1401,0.567934,0.1276302,0.399978
1403,0.5714331,0.1276354,0.3964789
1405,0.5679301,0.1276475,0.396475
1407,0.5679301,0.1276475,0.396475
1409,0.5714331,0.1276354,0.3964789
1411,0.5679301,0.1276475,0.396475
1413,0.567934,0.1276302,0.399978
1415,0.567934,0.1276302,0.399978
1417,0.564431,0.1276424,0.3999741
1420,0.567934,0.1276302,0.399978
1422,0.5644433,0.1311453,0.3999914
1424,0.5679462,0.1311331,0.3999953
1426,0.5679462,0.1311331,0.3999953
1428,0.5679462,0.1311331,0.3999953
1430,0.5679462,0.1311331,0.3999953
1432,0.5714491,0.1311208,0.3999993
1434,0.5714491,0.1311208,0.3999993
1436,0.574952,0.1311086,0.4000032
1438,0.5749398,0.1276057,0.3999856
1440,0.574952,0.1311086,0.4000032
1442,0.574952,0.1311086,0.4000032
1444,0.574952,0.1311086,0.4000032
1446,0.5749643,0.1346115,0.4000208
